destination,year,month,foreign_visitors,local_visitors,total_visitors,national_arrivals_month,season_month_index,data_basis
Dambulla,2018,10,5706,8362,14068,153123,0.0766,official
Dambulla,2018,11,6979,10105,17084,195582,0.0905,official
Dambulla,2018,12,8983,12226,21209,253169,0.1168,official
Dambulla,2019,1,5749,8171,13920,244239,0.0911,official
Dambulla,2019,2,5735,7956,13691,252033,0.0903,official
Dambulla,2019,3,5719,8031,13750,244328,0.0894,official
Dambulla,2019,4,4497,6163,10660,166975,0.0697,official
Dambulla,2019,5,3585,5066,8651,37802,0.0581,official
Dambulla,2019,6,4120,5430,9550,63072,0.0641,official
Dambulla,2019,7,5895,8067,13962,115701,0.094,official
Dambulla,2019,8,5496,7983,13479,143587,0.0886,official
Dambulla,2019,9,4420,6161,10581,108575,0.0709,official
Dambulla,2019,10,4555,6797,11352,118743,0.0766,official
Dambulla,2019,11,5716,8361,14077,176984,0.0905,official
Dambulla,2019,12,7172,10201,17373,241663,0.1168,official
Dambulla,2020,1,1508,2195,3703,228434,0.0911,official
Dambulla,2020,2,1479,2094,3573,207507,0.0903,official
Dambulla,2020,3,1496,2068,3564,71370,0.0894,official
Dambulla,2020,4,1129,1612,2741,0,0.0697,official
Dambulla,2020,5,985,1295,2280,0,0.0581,official
Dambulla,2020,6,1058,1444,2502,0,0.0641,official
Dambulla,2020,7,1601,2065,3666,0,0.094,official
Dambulla,2020,8,1431,2061,3492,0,0.0886,official
Dambulla,2020,9,1219,1627,2846,0,0.0709,official
Dambulla,2020,10,1237,1861,3098,0,0.0766,official
Dambulla,2020,11,1422,1943,3365,0,0.0905,official
Dambulla,2020,12,1944,2646,4590,0,0.1168,official
Dambulla,2021,1,556,820,1376,1682,0.0911,official
Dambulla,2021,2,573,782,1355,3366,0.0903,official
Dambulla,2021,3,541,809,1350,4581,0.0894,official
Dambulla,2021,4,447,612,1059,4168,0.0697,official
Dambulla,2021,5,386,496,882,1497,0.0581,official
Dambulla,2021,6,385,554,939,1614,0.0641,official
Dambulla,2021,7,591,835,1426,2429,0.094,official
Dambulla,2021,8,554,789,1343,5040,0.0886,official
Dambulla,2021,9,429,652,1081,13547,0.0709,official
Dambulla,2021,10,481,698,1179,22771,0.0766,official
Dambulla,2021,11,575,808,1383,44294,0.0905,official
Dambulla,2021,12,748,1043,1791,89506,0.1168,official
Dambulla,2022,1,2166,3093,5259,82327,0.0911,official
Dambulla,2022,2,2118,3011,5129,96507,0.0903,official
Dambulla,2022,3,2079,3045,5124,106500,0.0894,official
Dambulla,2022,4,1591,2397,3988,62980,0.0697,official
Dambulla,2022,5,1353,1816,3169,30207,0.0581,official
Dambulla,2022,6,1501,2051,3552,32856,0.0641,official
Dambulla,2022,7,2249,3011,5260,47293,0.094,official
Dambulla,2022,8,2038,2728,4766,37760,0.0886,official
Dambulla,2022,9,1631,2146,3777,29802,0.0709,official
Dambulla,2022,10,1701,2558,4259,42026,0.0766,official
Dambulla,2022,11,2159,2991,5150,59759,0.0905,official
Dambulla,2022,12,2644,3807,6451,91961,0.1168,official
Dambulla,2023,1,24,60,84,102545,0.0911,official
Dambulla,2023,2,25,63,88,107639,0.0903,official
Dambulla,2023,3,23,61,84,125495,0.0894,official
Dambulla,2023,4,18,44,62,105498,0.0697,official
Dambulla,2023,5,15,39,54,83309,0.0581,official
Dambulla,2023,6,16,43,59,100388,0.0641,official
Dambulla,2023,7,26,65,91,143039,0.094,official
Dambulla,2023,8,23,61,84,136405,0.0886,official
Dambulla,2023,9,19,50,69,111938,0.0709,official
Dambulla,2023,10,20,51,71,109199,0.0766,official
Dambulla,2023,11,24,62,86,151496,0.0905,official
Dambulla,2023,12,32,81,113,210352,0.1168,official
Dambulla,2024,1,6252,8349,14601,208253,0.0911,official
Dambulla,2024,2,6244,8459,14703,218350,0.0903,official
Dambulla,2024,3,6317,8154,14471,209181,0.0894,official
Dambulla,2024,4,4875,6526,11401,148867,0.0697,official
Dambulla,2024,5,3790,5334,9124,112128,0.0581,official
Dambulla,2024,6,4226,6050,10276,113470,0.0641,official
Dambulla,2024,7,6355,8609,14964,187810,0.094,official
Dambulla,2024,8,5889,8780,14669,164609,0.0886,official
Dambulla,2024,9,4960,6688,11648,122140,0.0709,official
Dambulla,2024,10,5101,7160,12261,135907,0.0766,official
Dambulla,2024,11,6128,8166,14294,184158,0.0905,official
Dambulla,2024,12,7707,10330,18037,248592,0.1168,official
Dambulla,2025,1,49,61,110,252761,0.0911,official
Dambulla,2025,2,48,62,110,240217,0.0903,official
Dambulla,2025,3,46,56,102,229298,0.0894,official
Dambulla,2025,4,37,47,84,174608,0.0697,official
Dambulla,2025,5,32,38,70,132919,0.0581,official
Dambulla,2025,6,35,42,77,138241,0.0641,official
Dambulla,2025,7,50,64,114,200244,0.094,official
Dambulla,2025,8,48,56,104,198235,0.0886,official
Dambulla,2025,9,39,49,88,158971,0.0709,official
Dambulla,2025,10,40,51,91,165193,0.0766,official
Dambulla,2025,11,49,60,109,212906,0.0905,official
Dambulla,2025,12,62,76,138,287423,0.1168,official
Kandy,2015,1,10609,15386,25995,156246,0.0911,official
Kandy,2015,2,10692,14565,25257,165541,0.0903,official
Kandy,2015,3,10658,13337,23995,157051,0.0894,official
Kandy,2015,4,8396,10770,19166,122217,0.0697,official
Kandy,2015,5,6698,9162,15860,113529,0.0581,official
Kandy,2015,6,7183,10828,18011,115467,0.0641,official
Kandy,2015,7,10806,15503,26309,175804,0.094,official
Kandy,2015,8,10308,14658,24966,166610,0.0886,official
Kandy,2015,9,8279,11119,19398,143374,0.0709,official
Kandy,2015,10,9192,12311,21503,132280,0.0766,official
Kandy,2015,11,10048,14567,24615,144147,0.0905,official
Kandy,2015,12,14218,19534,33752,206114,0.1168,official
Kandy,2016,1,11981,16773,28754,194280,0.0911,official
Kandy,2016,2,11882,17843,29725,197697,0.0903,official
Kandy,2016,3,12015,16845,28860,192841,0.0894,official
Kandy,2016,4,9542,13051,22593,136367,0.0697,official
Kandy,2016,5,7662,10748,18410,125044,0.0581,official
Kandy,2016,6,8505,11919,20424,118038,0.0641,official
Kandy,2016,7,12771,17525,30296,209351,0.094,official
Kandy,2016,8,12030,16440,28470,186288,0.0886,official
Kandy,2016,9,9442,12397,21839,148499,0.0709,official
Kandy,2016,10,10458,14398,24856,150419,0.0766,official
Kandy,2016,11,12380,15366,27746,167217,0.0905,official
Kandy,2016,12,16488,21631,38119,224791,0.1168,official
Kandy,2017,1,12910,16947,29857,219360,0.0911,official
Kandy,2017,2,12609,16786,29395,197517,0.0903,official
Kandy,2017,3,12030,18148,30178,188076,0.0894,official
Kandy,2017,4,9497,13460,22957,160249,0.0697,official
Kandy,2017,5,8177,11323,19500,121891,0.0581,official
Kandy,2017,6,8835,12449,21284,123351,0.0641,official
Kandy,2017,7,13828,18026,31854,205482,0.094,official
Kandy,2017,8,12221,17543,29764,190928,0.0886,official
Kandy,2017,9,10043,14094,24137,145077,0.0709,official
Kandy,2017,10,10705,14201,24906,152429,0.0766,official
Kandy,2017,11,13012,16769,29781,167511,0.0905,official
Kandy,2017,12,16157,21909,38066,244536,0.1168,official
Kandy,2018,1,13751,19479,33230,238924,0.0911,official
Kandy,2018,2,13785,19356,33141,235618,0.0903,official
Kandy,2018,3,14173,19183,33356,233382,0.0894,official
Kandy,2018,4,10456,15173,25629,180429,0.0697,official
Kandy,2018,5,9101,11850,20951,129466,0.0581,official
Kandy,2018,6,9873,13864,23737,146828,0.0641,official
Kandy,2018,7,14096,20734,34830,217829,0.094,official
Kandy,2018,8,13335,18824,32159,200359,0.0886,official
Kandy,2018,9,10663,15014,25677,149087,0.0709,official
Kandy,2018,10,11202,15516,26718,153123,0.0766,official
Kandy,2018,11,14333,18663,32996,195582,0.0905,official
Kandy,2018,12,17131,23122,40253,253169,0.1168,official
Kandy,2019,1,11081,15189,26270,244239,0.0911,official
Kandy,2019,2,11747,16148,27895,252033,0.0903,official
Kandy,2019,3,10856,16567,27423,244328,0.0894,official
Kandy,2019,4,8891,11974,20865,166975,0.0697,official
Kandy,2019,5,6666,10782,17448,37802,0.0581,official
Kandy,2019,6,7621,10585,18206,63072,0.0641,official
Kandy,2019,7,12020,17522,29542,115701,0.094,official
Kandy,2019,8,11440,15638,27078,143587,0.0886,official
Kandy,2019,9,8946,12620,21566,108575,0.0709,official
Kandy,2019,10,9714,13409,23123,118743,0.0766,official
Kandy,2019,11,11251,15673,26924,176984,0.0905,official
Kandy,2019,12,14151,20099,34250,241663,0.1168,official
Kandy,2020,1,2842,4180,7022,228434,0.0911,official
Kandy,2020,2,2879,4017,6896,207507,0.0903,official
Kandy,2020,3,2954,4285,7239,71370,0.0894,official
Kandy,2020,4,2352,3054,5406,0,0.0697,official
Kandy,2020,5,1853,2749,4602,0,0.0581,official
Kandy,2020,6,2046,2931,4977,0,0.0641,official
Kandy,2020,7,3142,4202,7344,0,0.094,official
Kandy,2020,8,2921,3913,6834,0,0.0886,official
Kandy,2020,9,2288,3293,5581,0,0.0709,official
Kandy,2020,10,2397,3571,5968,0,0.0766,official
Kandy,2020,11,2971,4231,7202,0,0.0905,official
Kandy,2020,12,3863,5593,9456,0,0.1168,official
Kandy,2021,1,1152,1586,2738,1682,0.0911,official
Kandy,2021,2,1142,1618,2760,3366,0.0903,official
Kandy,2021,3,1128,1579,2707,4581,0.0894,official
Kandy,2021,4,859,1204,2063,4168,0.0697,official
Kandy,2021,5,701,1079,1780,1497,0.0581,official
Kandy,2021,6,778,1108,1886,1614,0.0641,official
Kandy,2021,7,1159,1703,2862,2429,0.094,official
Kandy,2021,8,1106,1621,2727,5040,0.0886,official
Kandy,2021,9,875,1261,2136,13547,0.0709,official
Kandy,2021,10,941,1438,2379,22771,0.0766,official
Kandy,2021,11,1099,1610,2709,44294,0.0905,official
Kandy,2021,12,1499,2085,3584,89506,0.1168,official
Kandy,2022,1,4226,5927,10153,82327,0.0911,official
Kandy,2022,2,4217,5870,10087,96507,0.0903,official
Kandy,2022,3,4291,6225,10516,106500,0.0894,official
Kandy,2022,4,3195,4362,7557,62980,0.0697,official
Kandy,2022,5,2704,4089,6793,30207,0.0581,official
Kandy,2022,6,2920,4395,7315,32856,0.0641,official
Kandy,2022,7,4608,6040,10648,47293,0.094,official
Kandy,2022,8,4203,6068,10271,37760,0.0886,official
Kandy,2022,9,3269,4601,7870,29802,0.0709,official
Kandy,2022,10,3511,4850,8361,42026,0.0766,official
Kandy,2022,11,4137,5690,9827,59759,0.0905,official
Kandy,2022,12,5452,7449,12901,91961,0.1168,official
Kandy,2023,1,485,863,1348,102545,0.0911,official
Kandy,2023,2,482,919,1401,107639,0.0903,official
Kandy,2023,3,444,898,1342,125495,0.0894,official
Kandy,2023,4,381,667,1048,105498,0.0697,official
Kandy,2023,5,322,584,906,83309,0.0581,official
Kandy,2023,6,331,636,967,100388,0.0641,official
Kandy,2023,7,505,936,1441,143039,0.094,official
Kandy,2023,8,475,856,1331,136405,0.0886,official
Kandy,2023,9,376,674,1050,111938,0.0709,official
Kandy,2023,10,403,740,1143,109199,0.0766,official
Kandy,2023,11,467,932,1399,151496,0.0905,official
Kandy,2023,12,637,1181,1818,210352,0.1168,official
Kandy,2024,1,11725,16811,28536,208253,0.0911,official
Kandy,2024,2,12450,16890,29340,218350,0.0903,official
Kandy,2024,3,12722,16849,29571,209181,0.0894,official
Kandy,2024,4,9321,12855,22176,148867,0.0697,official
Kandy,2024,5,7763,10776,18539,112128,0.0581,official
Kandy,2024,6,8715,12291,21006,113470,0.0641,official
Kandy,2024,7,12219,16820,29039,187810,0.094,official
Kandy,2024,8,11137,16752,27889,164609,0.0886,official
Kandy,2024,9,9119,12351,21470,122140,0.0709,official
Kandy,2024,10,10310,15335,25645,135907,0.0766,official
Kandy,2024,11,12033,17273,29306,184158,0.0905,official
Kandy,2024,12,15574,21685,37259,248592,0.1168,official
Kandy,2025,1,3629,1844,5473,252761,0.0911,official
Kandy,2025,2,3528,1861,5389,240217,0.0903,official
Kandy,2025,3,3396,1879,5275,229298,0.0894,official
Kandy,2025,4,2686,1389,4075,174608,0.0697,official
Kandy,2025,5,2289,1154,3443,132919,0.0581,official
Kandy,2025,6,2488,1309,3797,138241,0.0641,official
Kandy,2025,7,3765,1947,5712,200244,0.094,official
Kandy,2025,8,3431,1852,5283,198235,0.0886,official
Kandy,2025,9,2862,1471,4333,158971,0.0709,official
Kandy,2025,10,2970,1502,4472,165193,0.0766,official
Kandy,2025,11,3394,1829,5223,212906,0.0905,official
Kandy,2025,12,4443,2370,6813,287423,0.1168,official
Galle Fort,2015,1,1856,1709,3565,156246,0.0911,official
Galle Fort,2015,2,1832,1692,3524,165541,0.0903,official
Galle Fort,2015,3,1821,1553,3374,157051,0.0894,official
Galle Fort,2015,4,1376,1281,2657,122217,0.0697,official
Galle Fort,2015,5,1139,1092,2231,113529,0.0581,official
Galle Fort,2015,6,1364,1228,2592,115467,0.0641,official
Galle Fort,2015,7,1900,1815,3715,175804,0.094,official
Galle Fort,2015,8,1809,1619,3428,166610,0.0886,official
Galle Fort,2015,9,1415,1297,2712,143374,0.0709,official
Galle Fort,2015,10,1539,1422,2961,132280,0.0766,official
Galle Fort,2015,11,1848,1671,3519,144147,0.0905,official
Galle Fort,2015,12,2405,2233,4638,206114,0.1168,official
Galle Fort,2016,1,1455,1201,2656,194280,0.0911,official
Galle Fort,2016,2,1294,1281,2575,197697,0.0903,official
Galle Fort,2016,3,1331,1225,2556,192841,0.0894,official
Galle Fort,2016,4,1043,909,1952,136367,0.0697,official
Galle Fort,2016,5,917,820,1737,125044,0.0581,official
Galle Fort,2016,6,978,816,1794,118038,0.0641,official
Galle Fort,2016,7,1436,1313,2749,209351,0.094,official
Galle Fort,2016,8,1314,1229,2543,186288,0.0886,official
Galle Fort,2016,9,1100,995,2095,148499,0.0709,official
Galle Fort,2016,10,1193,1026,2219,150419,0.0766,official
Galle Fort,2016,11,1455,1242,2697,167217,0.0905,official
Galle Fort,2016,12,1811,1566,3377,224791,0.1168,official
Galle Fort,2017,1,1402,1172,2574,219360,0.0911,official
Galle Fort,2017,2,1401,1254,2655,197517,0.0903,official
Galle Fort,2017,3,1337,1124,2461,188076,0.0894,official
Galle Fort,2017,4,1134,914,2048,160249,0.0697,official
Galle Fort,2017,5,888,791,1679,121891,0.0581,official
Galle Fort,2017,6,982,894,1876,123351,0.0641,official
Galle Fort,2017,7,1497,1224,2721,205482,0.094,official
Galle Fort,2017,8,1471,1149,2620,190928,0.0886,official
Galle Fort,2017,9,1130,945,2075,145077,0.0709,official
Galle Fort,2017,10,1241,1059,2300,152429,0.0766,official
Galle Fort,2017,11,1412,1168,2580,167511,0.0905,official
Galle Fort,2017,12,1846,1511,3357,244536,0.1168,official
Galle Fort,2018,1,1618,1339,2957,238924,0.0911,official
Galle Fort,2018,2,1495,1329,2824,235618,0.0903,official
Galle Fort,2018,3,1437,1271,2708,233382,0.0894,official
Galle Fort,2018,4,1208,1000,2208,180429,0.0697,official
Galle Fort,2018,5,942,864,1806,129466,0.0581,official
Galle Fort,2018,6,1112,959,2071,146828,0.0641,official
Galle Fort,2018,7,1622,1346,2968,217829,0.094,official
Galle Fort,2018,8,1420,1355,2775,200359,0.0886,official
Galle Fort,2018,9,1176,1030,2206,149087,0.0709,official
Galle Fort,2018,10,1334,1140,2474,153123,0.0766,official
Galle Fort,2018,11,1536,1410,2946,195582,0.0905,official
Galle Fort,2018,12,1918,1757,3675,253169,0.1168,official
Galle Fort,2019,1,9431,13287,22718,244239,0.0911,official
Galle Fort,2019,2,9757,13260,23017,252033,0.0903,official
Galle Fort,2019,3,9386,13348,22734,244328,0.0894,official
Galle Fort,2019,4,7119,9823,16942,166975,0.0697,official
Galle Fort,2019,5,5817,7911,13728,37802,0.0581,official
Galle Fort,2019,6,7036,8971,16007,63072,0.0641,official
Galle Fort,2019,7,9654,13493,23147,115701,0.094,official
Galle Fort,2019,8,9238,13128,22366,143587,0.0886,official
Galle Fort,2019,9,7514,10075,17589,108575,0.0709,official
Galle Fort,2019,10,7875,11175,19050,118743,0.0766,official
Galle Fort,2019,11,9277,13716,22993,176984,0.0905,official
Galle Fort,2019,12,12243,17263,29506,241663,0.1168,official
Galle Fort,2020,1,1246,1067,2313,228434,0.0911,official
Galle Fort,2020,2,1217,981,2198,207507,0.0903,official
Galle Fort,2020,3,1213,991,2204,71370,0.0894,official
Galle Fort,2020,4,919,802,1721,0,0.0697,official
Galle Fort,2020,5,808,658,1466,0,0.0581,official
Galle Fort,2020,6,868,762,1630,0,0.0641,official
Galle Fort,2020,7,1270,1147,2417,0,0.094,official
Galle Fort,2020,8,1208,949,2157,0,0.0886,official
Galle Fort,2020,9,972,811,1783,0,0.0709,official
Galle Fort,2020,10,1067,884,1951,0,0.0766,official
Galle Fort,2020,11,1208,986,2194,0,0.0905,official
Galle Fort,2020,12,1556,1287,2843,0,0.1168,official
Galle Fort,2021,1,940,1363,2303,1682,0.0911,official
Galle Fort,2021,2,995,1343,2338,3366,0.0903,official
Galle Fort,2021,3,905,1331,2236,4581,0.0894,official
Galle Fort,2021,4,757,1005,1762,4168,0.0697,official
Galle Fort,2021,5,607,854,1461,1497,0.0581,official
Galle Fort,2021,6,657,961,1618,1614,0.0641,official
Galle Fort,2021,7,984,1400,2384,2429,0.094,official
Galle Fort,2021,8,905,1285,2190,5040,0.0886,official
Galle Fort,2021,9,760,1030,1790,13547,0.0709,official
Galle Fort,2021,10,846,1112,1958,22771,0.0766,official
Galle Fort,2021,11,956,1367,2323,44294,0.0905,official
Galle Fort,2021,12,1173,1625,2798,89506,0.1168,official
Galle Fort,2022,1,3379,5146,8525,82327,0.0911,official
Galle Fort,2022,2,3451,5291,8742,96507,0.0903,official
Galle Fort,2022,3,3416,4892,8308,106500,0.0894,official
Galle Fort,2022,4,2833,4019,6852,62980,0.0697,official
Galle Fort,2022,5,2399,3277,5676,30207,0.0581,official
Galle Fort,2022,6,2570,3552,6122,32856,0.0641,official
Galle Fort,2022,7,3741,5034,8775,47293,0.094,official
Galle Fort,2022,8,3359,4820,8179,37760,0.0886,official
Galle Fort,2022,9,2741,3805,6546,29802,0.0709,official
Galle Fort,2022,10,3040,4288,7328,42026,0.0766,official
Galle Fort,2022,11,3525,5141,8666,59759,0.0905,official
Galle Fort,2022,12,4383,6317,10700,91961,0.1168,official
Galle Fort,2023,1,940,4648,5588,102545,0.0911,official
Galle Fort,2023,2,950,4862,5812,107639,0.0903,official
Galle Fort,2023,3,986,4923,5909,125495,0.0894,official
Galle Fort,2023,4,712,3974,4686,105498,0.0697,official
Galle Fort,2023,5,635,3195,3830,83309,0.0581,official
Galle Fort,2023,6,672,3366,4038,100388,0.0641,official
Galle Fort,2023,7,981,5249,6230,143039,0.094,official
Galle Fort,2023,8,987,5009,5996,136405,0.0886,official
Galle Fort,2023,9,737,3702,4439,111938,0.0709,official
Galle Fort,2023,10,811,3920,4731,109199,0.0766,official
Galle Fort,2023,11,963,4867,5830,151496,0.0905,official
Galle Fort,2023,12,1215,6008,7223,210352,0.1168,official
Galle Fort,2024,1,10258,13917,24175,208253,0.0911,official
Galle Fort,2024,2,9659,12808,22467,218350,0.0903,official
Galle Fort,2024,3,9904,14615,24519,209181,0.0894,official
Galle Fort,2024,4,8108,10664,18772,148867,0.0697,official
Galle Fort,2024,5,6327,9148,15475,112128,0.0581,official
Galle Fort,2024,6,6898,10046,16944,113470,0.0641,official
Galle Fort,2024,7,10668,15137,25805,187810,0.094,official
Galle Fort,2024,8,9792,13667,23459,164609,0.0886,official
Galle Fort,2024,9,7652,10730,18382,122140,0.0709,official
Galle Fort,2024,10,8435,12021,20456,135907,0.0766,official
Galle Fort,2024,11,10304,13703,24007,184158,0.0905,official
Galle Fort,2024,12,13526,17977,31503,248592,0.1168,official
Galle Fort,2025,1,2562,3541,6103,252761,0.0911,official
Galle Fort,2025,2,2356,3684,6040,240217,0.0903,official
Galle Fort,2025,3,2571,3524,6095,229298,0.0894,official
Galle Fort,2025,4,1964,2812,4776,174608,0.0697,official
Galle Fort,2025,5,1558,2273,3831,132919,0.0581,official
Galle Fort,2025,6,1848,2454,4302,138241,0.0641,official
Galle Fort,2025,7,2670,3587,6257,200244,0.094,official
Galle Fort,2025,8,2528,3517,6045,198235,0.0886,official
Galle Fort,2025,9,1898,2916,4814,158971,0.0709,official
Galle Fort,2025,10,2108,2971,5079,165193,0.0766,official
Galle Fort,2025,11,2561,3720,6281,212906,0.0905,official
Galle Fort,2025,12,3186,4650,7836,287423,0.1168,official
Jaffna,2015,1,2389,3371,5760,156246,0.0911,official
Jaffna,2015,2,2350,3237,5587,165541,0.0903,official
Jaffna,2015,3,2257,3249,5506,157051,0.0894,official
Jaffna,2015,4,1745,2303,4048,122217,0.0697,official
Jaffna,2015,5,1524,2163,3687,113529,0.0581,official
Jaffna,2015,6,1543,2254,3797,115467,0.0641,official
Jaffna,2015,7,2480,3620,6100,175804,0.094,official
Jaffna,2015,8,2295,3141,5436,166610,0.0886,official
Jaffna,2015,9,1825,2675,4500,143374,0.0709,official
Jaffna,2015,10,1945,2710,4655,132280,0.0766,official
Jaffna,2015,11,2308,3185,5493,144147,0.0905,official
Jaffna,2015,12,3034,4439,7473,206114,0.1168,official
Jaffna,2016,1,2716,3738,6454,194280,0.0911,official
Jaffna,2016,2,2642,3557,6199,197697,0.0903,official
Jaffna,2016,3,2709,3687,6396,192841,0.0894,official
Jaffna,2016,4,2045,3155,5200,136367,0.0697,official
Jaffna,2016,5,1731,2348,4079,125044,0.0581,official
Jaffna,2016,6,1869,2742,4611,118038,0.0641,official
Jaffna,2016,7,2786,3720,6506,209351,0.094,official
Jaffna,2016,8,2687,3588,6275,186288,0.0886,official
Jaffna,2016,9,2210,3025,5235,148499,0.0709,official
Jaffna,2016,10,2231,3288,5519,150419,0.0766,official
Jaffna,2016,11,2676,3835,6511,167217,0.0905,official
Jaffna,2016,12,3498,4704,8202,224791,0.1168,official
Jaffna,2017,1,2723,4007,6730,219360,0.0911,official
Jaffna,2017,2,2723,3805,6528,197517,0.0903,official
Jaffna,2017,3,2646,3862,6508,188076,0.0894,official
Jaffna,2017,4,2254,2876,5130,160249,0.0697,official
Jaffna,2017,5,1772,2584,4356,121891,0.0581,official
Jaffna,2017,6,1949,2773,4722,123351,0.0641,official
Jaffna,2017,7,2774,4064,6838,205482,0.094,official
Jaffna,2017,8,2684,3891,6575,190928,0.0886,official
Jaffna,2017,9,2237,3259,5496,145077,0.0709,official
Jaffna,2017,10,2374,3299,5673,152429,0.0766,official
Jaffna,2017,11,2772,3818,6590,167511,0.0905,official
Jaffna,2017,12,3594,4937,8531,244536,0.1168,official
Jaffna,2018,1,3077,4455,7532,238924,0.0911,official
Jaffna,2018,2,2942,4392,7334,235618,0.0903,official
Jaffna,2018,3,3122,4190,7312,233382,0.0894,official
Jaffna,2018,4,2191,3217,5408,180429,0.0697,official
Jaffna,2018,5,2028,2732,4760,129466,0.0581,official
Jaffna,2018,6,2090,2971,5061,146828,0.0641,official
Jaffna,2018,7,3240,4497,7737,217829,0.094,official
Jaffna,2018,8,2955,4121,7076,200359,0.0886,official
Jaffna,2018,9,2354,3242,5596,149087,0.0709,official
Jaffna,2018,10,2698,3568,6266,153123,0.0766,official
Jaffna,2018,11,3150,4449,7599,195582,0.0905,official
Jaffna,2018,12,4041,5421,9462,253169,0.1168,official
Jaffna,2019,1,2541,3512,6053,244239,0.0911,official
Jaffna,2019,2,2420,3516,5936,252033,0.0903,official
Jaffna,2019,3,2376,3571,5947,244328,0.0894,official
Jaffna,2019,4,1892,2703,4595,166975,0.0697,official
Jaffna,2019,5,1615,2224,3839,37802,0.0581,official
Jaffna,2019,6,1798,2439,4237,63072,0.0641,official
Jaffna,2019,7,2659,3481,6140,115701,0.094,official
Jaffna,2019,8,2450,3616,6066,143587,0.0886,official
Jaffna,2019,9,1894,2678,4572,108575,0.0709,official
Jaffna,2019,10,2143,2970,5113,118743,0.0766,official
Jaffna,2019,11,2518,3540,6058,176984,0.0905,official
Jaffna,2019,12,3278,4654,7932,241663,0.1168,official
Jaffna,2020,1,673,925,1598,228434,0.0911,official
Jaffna,2020,2,672,975,1647,207507,0.0903,official
Jaffna,2020,3,650,887,1537,71370,0.0894,official
Jaffna,2020,4,525,709,1234,0,0.0697,official
Jaffna,2020,5,396,609,1005,0,0.0581,official
Jaffna,2020,6,460,654,1114,0,0.0641,official
Jaffna,2020,7,693,967,1660,0,0.094,official
Jaffna,2020,8,660,894,1554,0,0.0886,official
Jaffna,2020,9,525,719,1244,0,0.0709,official
Jaffna,2020,10,571,797,1368,0,0.0766,official
Jaffna,2020,11,642,955,1597,0,0.0905,official
Jaffna,2020,12,839,1223,2062,0,0.1168,official
Jaffna,2021,1,257,376,633,1682,0.0911,official
Jaffna,2021,2,251,350,601,3366,0.0903,official
Jaffna,2021,3,250,347,597,4581,0.0894,official
Jaffna,2021,4,199,259,458,4168,0.0697,official
Jaffna,2021,5,157,220,377,1497,0.0581,official
Jaffna,2021,6,184,264,448,1614,0.0641,official
Jaffna,2021,7,262,366,628,2429,0.094,official
Jaffna,2021,8,248,359,607,5040,0.0886,official
Jaffna,2021,9,192,279,471,13547,0.0709,official
Jaffna,2021,10,220,304,524,22771,0.0766,official
Jaffna,2021,11,254,365,619,44294,0.0905,official
Jaffna,2021,12,300,466,766,89506,0.1168,official
Jaffna,2022,1,925,1249,2174,82327,0.0911,official
Jaffna,2022,2,950,1364,2314,96507,0.0903,official
Jaffna,2022,3,922,1334,2256,106500,0.0894,official
Jaffna,2022,4,757,1050,1807,62980,0.0697,official
Jaffna,2022,5,632,862,1494,30207,0.0581,official
Jaffna,2022,6,666,886,1552,32856,0.0641,official
Jaffna,2022,7,967,1330,2297,47293,0.094,official
Jaffna,2022,8,978,1278,2256,37760,0.0886,official
Jaffna,2022,9,737,1045,1782,29802,0.0709,official
Jaffna,2022,10,795,1168,1963,42026,0.0766,official
Jaffna,2022,11,920,1320,2240,59759,0.0905,official
Jaffna,2022,12,1183,1627,2810,91961,0.1168,official
Jaffna,2023,1,920,22280,23200,102545,0.0911,official
Jaffna,2023,2,917,21644,22561,107639,0.0903,official
Jaffna,2023,3,881,21830,22711,125495,0.0894,official
Jaffna,2023,4,684,17441,18125,105498,0.0697,official
Jaffna,2023,5,599,13605,14204,83309,0.0581,official
Jaffna,2023,6,653,15348,16001,100388,0.0641,official
Jaffna,2023,7,977,23951,24928,143039,0.094,official
Jaffna,2023,8,860,21761,22621,136405,0.0886,official
Jaffna,2023,9,726,17703,18429,111938,0.0709,official
Jaffna,2023,10,793,18329,19122,109199,0.0766,official
Jaffna,2023,11,922,21616,22538,151496,0.0905,official
Jaffna,2023,12,1240,28603,29843,210352,0.1168,official
Jaffna,2024,1,2847,3764,6611,208253,0.0911,official
Jaffna,2024,2,2612,3567,6179,218350,0.0903,official
Jaffna,2024,3,2500,3524,6024,209181,0.0894,official
Jaffna,2024,4,2076,2927,5003,148867,0.0697,official
Jaffna,2024,5,1636,2470,4106,112128,0.0581,official
Jaffna,2024,6,1868,2666,4534,113470,0.0641,official
Jaffna,2024,7,2915,3998,6913,187810,0.094,official
Jaffna,2024,8,2598,3568,6166,164609,0.0886,official
Jaffna,2024,9,1960,2870,4830,122140,0.0709,official
Jaffna,2024,10,2250,3076,5326,135907,0.0766,official
Jaffna,2024,11,2664,3752,6416,184158,0.0905,official
Jaffna,2024,12,3429,4738,8167,248592,0.1168,official
Jaffna,2025,1,1330,21729,23059,252761,0.0911,official
Jaffna,2025,2,1269,22150,23419,240217,0.0903,official
Jaffna,2025,3,1295,21052,22347,229298,0.0894,official
Jaffna,2025,4,1033,16509,17542,174608,0.0697,official
Jaffna,2025,5,868,13796,14664,132919,0.0581,official
