destination,year,month,avg_temp_max_c,avg_temp_min_c,avg_temp_c,total_rainfall_mm,rainy_days,avg_humidity_pct,sunshine_hours_daily,weather_suitability_score,season,is_peak_national
Nuwara Eliya,2017,9,20.5,13.4,16.9,285.8,17,89.4,4.2,0.3544,southwest_monsoon,0
Nuwara Eliya,2017,10,20.0,12.9,16.4,357.9,20,85.2,3.5,0.2756,northeast_monsoon,0
Nuwara Eliya,2017,11,19.7,12.1,15.9,411.9,17,88.9,3.7,0.2318,northeast_monsoon,0
Nuwara Eliya,2017,12,19.2,11.0,15.1,185.7,16,87.7,5.2,0.4644,dry_season,1
Nuwara Eliya,2018,1,20.1,10.8,15.5,117.5,13,83.5,5.8,0.5377,dry_season,1
Nuwara Eliya,2018,2,20.8,11.1,15.9,103.2,10,77.5,6.6,0.5672,dry_season,1
Nuwara Eliya,2018,3,22.1,12.5,17.3,121.7,12,77.3,6.6,0.5508,dry_season,1
Nuwara Eliya,2018,4,22.3,13.7,18.0,177.1,17,79.7,5.0,0.4678,dry_season,1
Nuwara Eliya,2018,5,20.9,14.0,17.4,259.5,19,87.0,4.9,0.3925,southwest_monsoon,0
Nuwara Eliya,2018,6,19.7,13.6,16.6,256.4,20,87.5,4.3,0.3826,southwest_monsoon,0
Nuwara Eliya,2018,7,19.9,13.5,16.7,303.1,25,86.7,4.0,0.3348,southwest_monsoon,0
Nuwara Eliya,2018,8,20.2,13.6,16.9,237.8,22,88.0,4.4,0.4013,southwest_monsoon,0
Nuwara Eliya,2018,9,20.8,13.6,17.2,283.9,16,84.9,4.1,0.354,southwest_monsoon,0
Nuwara Eliya,2018,10,19.4,12.6,16.0,421.3,19,86.4,3.5,0.2192,northeast_monsoon,0
Nuwara Eliya,2018,11,20.0,12.2,16.1,353.1,18,85.7,4.4,0.2988,northeast_monsoon,0
Nuwara Eliya,2018,12,19.5,11.1,15.3,184.4,17,85.5,5.4,0.4698,dry_season,1
Nuwara Eliya,2019,1,20.0,10.7,15.3,160.2,14,82.8,5.3,0.4892,dry_season,1
Nuwara Eliya,2019,2,20.3,10.9,15.6,94.1,13,79.0,6.3,0.569,dry_season,1
Nuwara Eliya,2019,3,21.9,12.4,17.1,179.5,17,79.1,6.1,0.4889,dry_season,1
Nuwara Eliya,2019,4,21.4,13.3,17.4,259.1,19,82.3,5.4,0.4034,dry_season,1
Nuwara Eliya,2019,5,21.1,14.1,17.6,234.0,18,83.8,4.4,0.4046,southwest_monsoon,0
Nuwara Eliya,2019,6,20.1,13.8,17.0,417.4,20,88.9,3.9,0.2311,southwest_monsoon,0
Nuwara Eliya,2019,7,19.8,13.4,16.6,296.3,23,86.4,3.9,0.3387,southwest_monsoon,0
Nuwara Eliya,2019,8,20.0,13.4,16.7,261.8,19,86.1,4.4,0.3799,southwest_monsoon,0
Nuwara Eliya,2019,9,20.8,13.6,17.2,270.3,19,87.4,4.7,0.3787,southwest_monsoon,0
Nuwara Eliya,2019,10,20.5,13.1,16.8,315.5,19,89.5,3.3,0.309,northeast_monsoon,0
Nuwara Eliya,2019,11,19.6,12.0,15.8,472.9,21,89.1,3.9,0.2021,northeast_monsoon,0
Nuwara Eliya,2019,12,20.1,11.4,15.8,266.7,20,85.2,5.3,0.3945,dry_season,1
Nuwara Eliya,2020,1,19.9,10.7,15.3,139.6,17,81.7,5.0,0.5012,dry_season,1
Nuwara Eliya,2020,2,20.3,10.8,15.6,115.9,12,82.0,6.4,0.5517,dry_season,1
Nuwara Eliya,2020,3,21.2,12.0,16.6,155.0,12,77.8,5.8,0.5043,dry_season,1
Nuwara Eliya,2020,4,22.0,13.5,17.8,298.9,16,84.7,5.5,0.3701,dry_season,1
Nuwara Eliya,2020,5,21.6,14.3,18.0,312.5,19,84.3,4.4,0.3349,southwest_monsoon,0
Nuwara Eliya,2020,6,20.2,13.9,17.1,454.0,24,85.8,4.3,0.2105,southwest_monsoon,0
Nuwara Eliya,2020,7,19.3,13.2,16.2,268.2,24,87.1,4.0,0.3658,southwest_monsoon,0
Nuwara Eliya,2020,8,19.0,12.9,15.9,300.3,20,81.3,4.1,0.3394,southwest_monsoon,0
Nuwara Eliya,2020,9,20.4,13.3,16.9,365.4,20,85.8,4.7,0.2941,southwest_monsoon,0
Nuwara Eliya,2020,10,20.2,12.9,16.6,356.3,26,89.5,3.9,0.2854,northeast_monsoon,0
Nuwara Eliya,2020,11,19.7,12.0,15.8,375.8,21,85.5,3.8,0.266,northeast_monsoon,0
Nuwara Eliya,2020,12,19.3,11.0,15.2,252.7,22,83.5,4.7,0.3943,dry_season,1
Nuwara Eliya,2021,1,19.5,10.5,15.0,121.9,16,83.5,4.5,0.5064,dry_season,1
Nuwara Eliya,2021,2,20.3,10.8,15.6,96.6,9,77.9,6.3,0.5668,dry_season,1
Nuwara Eliya,2021,3,21.9,12.3,17.1,120.7,11,78.9,6.1,0.5411,dry_season,1
Nuwara Eliya,2021,4,21.9,13.5,17.7,182.7,15,79.4,5.6,0.4755,dry_season,1
Nuwara Eliya,2021,5,21.1,14.0,17.6,297.7,19,85.9,4.2,0.3438,southwest_monsoon,0
Nuwara Eliya,2021,6,20.0,13.7,16.9,338.7,20,88.2,3.7,0.2968,southwest_monsoon,0
Nuwara Eliya,2021,7,18.7,12.9,15.8,198.0,24,83.3,4.0,0.4282,southwest_monsoon,0
Nuwara Eliya,2021,8,19.1,13.0,16.1,272.2,20,85.5,4.9,0.3812,southwest_monsoon,0
Nuwara Eliya,2021,9,20.2,13.2,16.7,314.4,18,86.0,4.0,0.3247,southwest_monsoon,0
Nuwara Eliya,2021,10,19.5,12.6,16.1,367.9,22,86.5,4.3,0.2835,northeast_monsoon,0
Nuwara Eliya,2021,11,19.5,11.9,15.7,280.3,20,85.6,4.4,0.3635,northeast_monsoon,0
Nuwara Eliya,2021,12,20.4,11.5,15.9,211.3,16,86.3,4.7,0.4311,dry_season,1
Nuwara Eliya,2022,1,19.8,10.7,15.2,105.4,13,85.7,5.5,0.5421,dry_season,1
Nuwara Eliya,2022,2,21.1,11.3,16.2,86.2,10,80.7,6.5,0.5802,dry_season,1
Nuwara Eliya,2022,3,22.1,12.5,17.3,121.5,14,77.3,5.8,0.5341,dry_season,1
Nuwara Eliya,2022,4,22.0,13.6,17.8,190.9,18,78.9,5.4,0.464,dry_season,1
Nuwara Eliya,2022,5,21.3,14.2,17.8,291.1,19,82.9,4.5,0.356,southwest_monsoon,0
Nuwara Eliya,2022,6,20.2,13.9,17.1,308.5,24,93.2,4.1,0.3321,southwest_monsoon,0
Nuwara Eliya,2022,7,19.6,13.4,16.5,301.4,20,88.7,4.0,0.3363,southwest_monsoon,0
Nuwara Eliya,2022,8,19.7,13.3,16.5,246.0,17,89.3,4.7,0.4003,southwest_monsoon,0
Nuwara Eliya,2022,9,21.1,13.7,17.4,253.1,17,89.6,3.6,0.3708,southwest_monsoon,0
Nuwara Eliya,2022,10,20.2,13.0,16.6,303.6,22,88.1,3.6,0.3259,northeast_monsoon,0
Nuwara Eliya,2022,11,19.8,12.1,15.9,313.8,17,89.2,4.0,0.3253,northeast_monsoon,0
Nuwara Eliya,2022,12,19.3,11.0,15.2,222.4,18,83.1,5.4,0.436,dry_season,1
Nuwara Eliya,2023,1,20.2,10.9,15.6,119.3,14,79.6,4.9,0.5171,dry_season,1
Nuwara Eliya,2023,2,21.4,11.5,16.4,80.8,10,78.5,6.2,0.5787,dry_season,1
Nuwara Eliya,2023,3,22.3,12.6,17.4,119.7,10,78.3,6.3,0.5462,dry_season,1
Nuwara Eliya,2023,4,23.2,14.2,18.7,178.1,15,81.4,5.1,0.4691,dry_season,1
Nuwara Eliya,2023,5,21.6,14.4,18.0,247.4,19,85.8,4.7,0.399,southwest_monsoon,0
Nuwara Eliya,2023,6,20.1,13.9,17.0,320.1,19,86.1,4.4,0.3281,southwest_monsoon,0
Nuwara Eliya,2023,7,20.0,13.6,16.8,268.4,21,86.9,3.2,0.3488,southwest_monsoon,0
Nuwara Eliya,2023,8,20.0,13.5,16.8,235.3,19,86.1,4.4,0.4035,southwest_monsoon,0
Nuwara Eliya,2023,9,21.0,13.7,17.4,233.5,18,85.1,4.4,0.4051,southwest_monsoon,0
Nuwara Eliya,2023,10,20.8,13.3,17.1,303.0,20,90.7,4.0,0.3349,northeast_monsoon,0
Nuwara Eliya,2023,11,20.0,12.3,16.1,295.3,17,87.6,4.1,0.3438,northeast_monsoon,0
Nuwara Eliya,2023,12,19.0,10.9,14.9,159.1,17,87.4,4.6,0.4754,dry_season,1
Nuwara Eliya,2024,1,19.9,10.7,15.3,133.7,17,80.1,5.2,0.5106,dry_season,1
Nuwara Eliya,2024,2,20.9,11.2,16.0,109.1,11,81.0,6.3,0.5557,dry_season,1
Nuwara Eliya,2024,3,20.9,11.9,16.4,156.7,11,79.0,5.8,0.5028,dry_season,1
Nuwara Eliya,2024,4,22.8,14.0,18.4,227.2,19,83.6,5.6,0.4359,dry_season,1
Nuwara Eliya,2024,5,22.1,14.6,18.4,290.5,16,84.5,4.5,0.3565,southwest_monsoon,0
Nuwara Eliya,2024,6,19.8,13.7,16.8,426.2,23,89.1,3.7,0.2191,southwest_monsoon,0
Nuwara Eliya,2024,7,19.5,13.4,16.4,374.0,23,86.5,3.7,0.2655,southwest_monsoon,0
Nuwara Eliya,2024,8,19.4,13.2,16.3,239.3,20,85.6,4.3,0.3978,southwest_monsoon,0
Nuwara Eliya,2024,9,20.1,13.3,16.7,272.4,21,87.2,3.7,0.3558,southwest_monsoon,0
Nuwara Eliya,2024,10,19.7,12.8,16.2,355.9,22,89.7,3.6,0.2794,northeast_monsoon,0
Nuwara Eliya,2024,11,19.2,11.9,15.6,356.6,22,86.4,4.1,0.2893,northeast_monsoon,0
Nuwara Eliya,2024,12,19.2,11.0,15.1,199.9,19,84.0,4.7,0.4413,dry_season,1
Ella,2015,1,26.8,15.0,20.9,114.7,8,70.4,7.0,0.7254,dry_season,1
Ella,2015,2,26.5,14.9,20.7,94.3,7,71.8,8.0,0.7646,dry_season,1
Ella,2015,3,28.1,16.8,22.5,141.0,11,69.5,8.0,0.7231,dry_season,1
Ella,2015,4,27.6,18.1,22.9,179.1,14,72.0,6.3,0.6534,dry_season,1
Ella,2015,5,27.1,18.6,22.9,259.6,15,79.3,5.6,0.5671,southwest_monsoon,0
Ella,2015,6,26.4,18.1,22.2,178.0,15,81.0,5.7,0.6418,southwest_monsoon,0
Ella,2015,7,26.1,17.7,21.9,167.3,15,78.8,5.9,0.6555,southwest_monsoon,0
Ella,2015,8,26.1,17.5,21.8,116.0,12,79.6,5.9,0.7011,southwest_monsoon,0
Ella,2015,9,26.2,17.4,21.8,174.8,14,80.3,5.4,0.6383,southwest_monsoon,0
Ella,2015,10,25.6,16.8,21.2,360.4,18,81.9,4.9,0.4628,northeast_monsoon,0
Ella,2015,11,25.3,15.8,20.6,394.8,17,82.0,5.1,0.4364,northeast_monsoon,0
Ella,2015,12,24.9,14.9,19.9,230.4,12,77.5,6.1,0.4436,dry_season,1
Ella,2016,1,25.8,14.5,20.1,135.2,9,76.6,7.4,0.7156,dry_season,1
Ella,2016,2,26.3,14.8,20.6,109.5,7,69.2,8.1,0.7532,dry_season,1
Ella,2016,3,27.8,16.6,22.2,144.0,12,72.6,7.4,0.7078,dry_season,1
Ella,2016,4,28.5,18.4,23.4,240.2,13,72.4,6.4,0.6012,dry_season,1
Ella,2016,5,27.5,18.8,23.1,327.6,16,78.9,5.3,0.5004,southwest_monsoon,0
Ella,2016,6,26.2,18.0,22.1,197.2,16,81.0,5.4,0.6184,southwest_monsoon,0
Ella,2016,7,25.9,17.6,21.8,173.7,15,79.8,5.5,0.6414,southwest_monsoon,0
Ella,2016,8,25.8,17.3,21.6,138.9,14,79.4,6.4,0.6913,southwest_monsoon,0
Ella,2016,9,26.5,17.5,22.0,231.2,16,79.8,6.0,0.6008,southwest_monsoon,0
Ella,2016,10,26.1,17.1,21.6,270.8,15,81.3,4.9,0.5424,northeast_monsoon,0
Ella,2016,11,26.2,16.2,21.2,440.2,17,76.4,5.7,0.4087,northeast_monsoon,0
Ella,2016,12,24.9,14.9,19.9,190.7,13,76.1,6.0,0.4768,dry_season,1
Ella,2017,1,25.3,14.3,19.8,122.3,10,78.1,6.9,0.5566,dry_season,1
Ella,2017,2,26.8,15.1,20.9,61.8,9,73.9,7.7,0.7872,dry_season,1
Ella,2017,3,27.9,16.8,22.4,142.7,10,75.3,7.4,0.7089,dry_season,1
Ella,2017,4,27.5,18.0,22.8,241.7,15,74.2,6.6,0.6041,dry_season,1
Ella,2017,5,27.4,18.8,23.1,238.2,15,80.2,5.8,0.5904,southwest_monsoon,0
Ella,2017,6,26.2,18.0,22.1,207.9,17,80.9,5.3,0.6068,southwest_monsoon,0
Ella,2017,7,25.2,17.3,21.2,182.0,13,78.8,5.3,0.6298,southwest_monsoon,0
Ella,2017,8,26.6,17.8,22.2,97.1,13,80.4,6.8,0.7368,southwest_monsoon,0
Ella,2017,9,26.4,17.5,21.9,226.8,15,81.1,5.8,0.6005,southwest_monsoon,0
Ella,2017,10,26.1,17.1,21.6,296.8,16,83.3,5.2,0.5257,northeast_monsoon,0
Ella,2017,11,25.9,16.1,21.0,204.6,15,80.0,5.7,0.6181,northeast_monsoon,0
Ella,2017,12,25.1,15.0,20.1,217.6,11,77.8,6.5,0.6234,dry_season,1
Ella,2018,1,25.8,14.6,20.2,88.1,10,75.9,7.0,0.7491,dry_season,1
Ella,2018,2,27.5,15.5,21.5,90.8,7,70.9,8.0,0.7677,dry_season,1
Ella,2018,3,28.8,17.2,23.0,138.2,10,70.7,7.9,0.7235,dry_season,1
Ella,2018,4,28.6,18.6,23.6,220.1,13,72.5,6.2,0.6149,dry_season,1
Ella,2018,5,27.1,18.6,22.9,231.1,14,75.2,5.5,0.5904,southwest_monsoon,0
Ella,2018,6,26.5,18.2,22.4,187.2,15,82.9,5.1,0.621,southwest_monsoon,0
Ella,2018,7,25.4,17.4,21.4,135.2,12,81.7,5.4,0.6735,southwest_monsoon,0
Ella,2018,8,26.1,17.5,21.8,119.0,12,77.5,5.3,0.6858,southwest_monsoon,0
Ella,2018,9,26.5,17.6,22.1,213.3,11,74.0,6.0,0.6167,southwest_monsoon,0
Ella,2018,10,26.3,17.2,21.8,347.9,15,80.0,5.6,0.4887,northeast_monsoon,0
Ella,2018,11,26.1,16.2,21.1,262.8,15,82.1,5.6,0.5643,northeast_monsoon,0
Ella,2018,12,26.5,15.7,21.1,189.0,11,73.5,6.0,0.6383,dry_season,1
Ella,2019,1,25.8,14.6,20.2,113.0,10,72.4,7.0,0.7269,dry_season,1
Ella,2019,2,27.6,15.5,21.6,94.0,8,70.3,7.8,0.7607,dry_season,1
Ella,2019,3,28.7,17.2,22.9,127.7,10,67.3,7.3,0.7202,dry_season,1
Ella,2019,4,27.8,18.1,23.0,234.2,15,74.4,6.8,0.615,dry_season,1
Ella,2019,5,27.6,18.9,23.2,260.2,17,79.5,5.8,0.5708,southwest_monsoon,0
Ella,2019,6,26.1,18.0,22.1,149.0,18,82.9,5.3,0.6591,southwest_monsoon,0
Ella,2019,7,26.3,17.8,22.1,192.2,15,78.8,5.6,0.6271,southwest_monsoon,0
Ella,2019,8,26.0,17.4,21.7,148.5,12,79.1,6.3,0.6806,southwest_monsoon,0
Ella,2019,9,26.4,17.5,21.9,249.0,11,78.9,5.2,0.5681,southwest_monsoon,0
Ella,2019,10,25.6,16.9,21.2,302.2,16,83.9,5.2,0.5209,northeast_monsoon,0
Ella,2019,11,25.8,16.1,21.0,346.9,14,82.1,5.7,0.4916,northeast_monsoon,0
Ella,2019,12,25.3,15.1,20.2,219.4,10,78.6,5.9,0.6092,dry_season,1
Ella,2020,1,26.2,14.7,20.4,112.8,12,71.6,6.9,0.725,dry_season,1
Ella,2020,2,27.8,15.6,21.7,89.2,8,71.2,8.0,0.7691,dry_season,1
Ella,2020,3,28.1,16.8,22.5,148.8,10,71.5,7.5,0.7056,dry_season,1
Ella,2020,4,27.8,18.1,23.0,257.2,11,73.6,6.2,0.5819,dry_season,1
Ella,2020,5,28.2,19.1,23.6,308.3,17,79.0,5.7,0.526,southwest_monsoon,0
Ella,2020,6,26.4,18.1,22.2,192.5,18,82.4,5.6,0.6268,southwest_monsoon,0
Ella,2020,7,26.0,17.6,21.8,178.7,17,79.3,5.8,0.6433,southwest_monsoon,0
Ella,2020,8,25.8,17.3,21.6,149.0,12,77.1,6.4,0.6823,southwest_monsoon,0
Ella,2020,9,26.4,17.5,21.9,248.8,16,79.6,5.7,0.5788,southwest_monsoon,0
Ella,2020,10,26.6,17.3,22.0,276.9,18,77.7,5.0,0.5391,northeast_monsoon,0
Ella,2020,11,25.5,15.9,20.7,427.6,17,77.5,5.5,0.4157,northeast_monsoon,0
Ella,2020,12,25.0,14.9,19.9,206.5,15,78.1,6.1,0.4649,dry_season,1
Ella,2021,1,25.5,14.3,19.9,116.7,11,77.2,7.3,0.57,dry_season,1
Ella,2021,2,26.6,15.0,20.8,80.9,8,70.9,7.4,0.7639,dry_season,1
Ella,2021,3,28.6,17.1,22.9,134.7,10,68.3,7.4,0.7161,dry_season,1
Ella,2021,4,28.7,18.6,23.6,191.2,17,74.0,6.6,0.649,dry_season,1
Ella,2021,5,27.0,18.5,22.8,241.5,18,74.6,5.6,0.5832,southwest_monsoon,0
Ella,2021,6,26.7,18.3,22.5,166.5,14,82.2,5.2,0.6415,southwest_monsoon,0
Ella,2021,7,25.1,17.2,21.1,168.5,12,80.4,6.2,0.6607,southwest_monsoon,0
Ella,2021,8,25.6,17.2,21.4,138.6,11,81.0,5.9,0.681,southwest_monsoon,0
Ella,2021,9,26.9,17.7,22.3,216.4,12,78.1,5.8,0.6097,southwest_monsoon,0
Ella,2021,10,26.1,17.1,21.6,361.6,15,81.0,5.3,0.4702,northeast_monsoon,0
Ella,2021,11,25.0,15.6,20.3,342.5,14,79.1,5.8,0.4977,northeast_monsoon,0
Ella,2021,12,25.2,15.0,20.1,183.5,14,76.5,6.2,0.6474,dry_season,1
Ella,2022,1,26.1,14.7,20.4,99.4,9,72.7,7.4,0.7474,dry_season,1
Ella,2022,2,27.8,15.6,21.7,99.8,6,72.0,7.6,0.7513,dry_season,1
Ella,2022,3,28.2,16.9,22.5,141.6,10,67.6,6.9,0.6994,dry_season,1
Ella,2022,4,28.5,18.5,23.5,225.8,13,75.4,6.2,0.6098,dry_season,1
Ella,2022,5,27.4,18.8,23.1,256.9,13,82.2,6.3,0.5843,southwest_monsoon,0
Ella,2022,6,26.4,18.2,22.3,170.5,14,82.8,4.9,0.6316,southwest_monsoon,0
Ella,2022,7,25.9,17.7,21.8,179.4,13,77.5,5.2,0.63,southwest_monsoon,0
Ella,2022,8,26.3,17.7,22.0,138.8,8,80.4,5.8,0.6787,southwest_monsoon,0
Ella,2022,9,26.7,17.7,22.2,220.9,12,81.4,6.0,0.61,southwest_monsoon,0
Ella,2022,10,26.7,17.4,22.0,229.7,14,80.8,5.3,0.5874,northeast_monsoon,0
Ella,2022,11,25.9,16.1,21.0,286.0,14,77.8,5.3,0.5374,northeast_monsoon,0
Ella,2022,12,25.0,15.0,20.0,199.3,12,77.9,5.9,0.6271,dry_season,1
Ella,2023,1,25.7,14.6,20.1,93.0,8,73.1,7.6,0.7573,dry_season,1
Ella,2023,2,27.7,15.6,21.6,87.6,6,72.8,7.7,0.7642,dry_season,1
Ella,2023,3,29.4,17.6,23.5,135.7,8,68.3,7.5,0.7173,dry_season,1
Ella,2023,4,28.6,18.6,23.6,222.2,13,71.0,6.9,0.6278,dry_season,1
Ella,2023,5,28.0,19.1,23.6,198.4,15,83.0,5.6,0.6215,southwest_monsoon,0
Ella,2023,6,27.8,18.9,23.4,192.5,14,82.8,5.2,0.6184,southwest_monsoon,0
Ella,2023,7,26.1,17.8,22.0,173.3,13,81.3,5.7,0.646,southwest_monsoon,0
Ella,2023,8,26.6,17.8,22.2,129.6,10,77.8,5.7,0.6848,southwest_monsoon,0
Ella,2023,9,26.9,17.8,22.4,216.3,15,80.0,5.7,0.6077,southwest_monsoon,0
Ella,2023,10,26.7,17.5,22.1,238.2,15,82.7,5.1,0.5756,northeast_monsoon,0
Ella,2023,11,25.9,16.2,21.0,282.7,13,81.8,5.0,0.534,northeast_monsoon,0
Ella,2023,12,25.8,15.4,20.6,183.4,11,75.7,6.2,0.6475,dry_season,1
Ella,2024,1,26.6,15.0,20.8,121.3,9,69.7,7.3,0.7259,dry_season,1
Ella,2024,2,27.8,15.7,21.8,86.1,8,69.2,7.5,0.7614,dry_season,1
Ella,2024,3,29.0,17.4,23.2,148.9,9,72.4,7.7,0.7097,dry_season,1
Ella,2024,4,28.4,18.5,23.4,230.8,12,74.8,6.5,0.6117,dry_season,1
Ella,2024,5,27.1,18.6,22.9,215.5,18,77.7,5.2,0.5979,southwest_monsoon,0
Ella,2024,6,27.1,18.6,22.9,191.6,13,83.5,4.8,0.6107,southwest_monsoon,0
Ella,2024,7,26.0,17.7,21.9,152.0,15,82.2,5.6,0.6628,southwest_monsoon,0
Ella,2024,8,26.9,17.9,22.4,128.6,12,80.5,5.5,0.6815,southwest_monsoon,0
Ella,2024,9,26.2,17.5,21.9,199.8,14,80.1,5.7,0.6224,southwest_monsoon,0
Ella,2024,10,26.0,17.1,21.6,304.2,18,83.1,4.9,0.5128,northeast_monsoon,0
Ella,2024,11,25.2,15.8,20.5,289.2,14,79.8,5.1,0.5303,northeast_monsoon,0
Ella,2024,12,24.9,15.0,19.9,175.6,12,77.1,5.9,0.4881,dry_season,1
Galle Fort,2015,1,29.9,23.0,26.4,83.6,7,80.3,8.3,0.9004,dry_season,1
Galle Fort,2015,2,31.3,23.7,27.5,55.8,5,72.7,9.1,0.942,dry_season,1
Galle Fort,2015,3,31.7,24.5,28.1,156.7,8,78.0,8.1,0.8312,dry_season,1
Galle Fort,2015,4,31.2,25.2,28.2,255.2,15,76.3,7.5,0.7311,dry_season,1
Galle Fort,2015,5,30.7,25.5,28.1,439.4,19,80.9,6.0,0.5357,southwest_monsoon,0
Galle Fort,2015,6,29.6,24.7,27.1,273.8,22,84.3,5.9,0.6808,southwest_monsoon,0
Galle Fort,2015,7,29.3,24.5,26.9,124.4,15,84.5,6.5,0.8263,southwest_monsoon,0
Galle Fort,2015,8,29.1,24.2,26.6,112.6,12,79.8,7.0,0.8473,southwest_monsoon,0
Galle Fort,2015,9,30.1,24.5,27.3,301.1,19,82.0,6.0,0.6587,southwest_monsoon,0
Galle Fort,2015,10,29.6,23.8,26.7,366.3,17,80.6,6.1,0.6028,northeast_monsoon,0
Galle Fort,2015,11,29.2,23.1,26.1,274.1,15,81.4,6.7,0.6974,northeast_monsoon,0
Galle Fort,2015,12,30.4,23.4,26.9,153.4,11,78.9,7.8,0.8279,dry_season,1
Galle Fort,2016,1,30.1,23.1,26.6,95.1,6,78.7,8.6,0.8965,dry_season,1
Galle Fort,2016,2,31.1,23.5,27.3,64.1,5,74.6,8.9,0.9304,dry_season,1
Galle Fort,2016,3,31.7,24.5,28.1,181.2,8,76.6,8.2,0.8116,dry_season,1
Galle Fort,2016,4,31.3,25.2,28.2,248.3,13,80.4,7.8,0.7435,dry_season,1
Galle Fort,2016,5,30.0,25.1,27.6,495.8,19,82.9,6.7,0.5411,southwest_monsoon,0
Galle Fort,2016,6,29.6,24.7,27.1,260.6,21,81.2,5.9,0.6926,southwest_monsoon,0
Galle Fort,2016,7,29.0,24.3,26.6,138.7,19,81.5,6.4,0.8114,southwest_monsoon,0
Galle Fort,2016,8,29.4,24.3,26.9,118.0,14,83.7,6.7,0.8362,southwest_monsoon,0
Galle Fort,2016,9,29.5,24.2,26.9,307.5,17,80.8,6.3,0.6593,southwest_monsoon,0
Galle Fort,2016,10,29.1,23.5,26.3,511.0,17,79.4,6.6,0.5389,northeast_monsoon,0
Galle Fort,2016,11,29.7,23.3,26.5,346.1,17,79.7,6.9,0.6376,northeast_monsoon,0
Galle Fort,2016,12,29.8,23.1,26.5,177.7,10,76.3,7.0,0.7894,dry_season,1
Galle Fort,2017,1,30.4,23.2,26.8,108.1,6,78.8,8.6,0.885,dry_season,1
Galle Fort,2017,2,31.1,23.6,27.4,67.5,6,72.7,9.1,0.9316,dry_season,1
Galle Fort,2017,3,31.7,24.5,28.1,114.2,8,75.2,8.6,0.8795,dry_season,1
Galle Fort,2017,4,31.1,25.2,28.1,259.8,12,79.1,7.7,0.7312,dry_season,1
Galle Fort,2017,5,30.1,25.3,27.7,317.8,18,88.9,6.0,0.6438,southwest_monsoon,0
Galle Fort,2017,6,29.7,24.8,27.2,207.7,21,89.2,5.7,0.7354,southwest_monsoon,0
Galle Fort,2017,7,28.6,24.1,26.4,106.6,15,82.3,7.1,0.8547,southwest_monsoon,0
Galle Fort,2017,8,29.5,24.4,26.9,76.0,12,84.8,6.8,0.8756,southwest_monsoon,0
Galle Fort,2017,9,29.1,24.0,26.6,253.5,17,81.2,6.1,0.7031,southwest_monsoon,0
Galle Fort,2017,10,29.4,23.7,26.5,302.7,19,81.5,6.4,0.6657,northeast_monsoon,0
Galle Fort,2017,11,29.7,23.3,26.5,244.4,16,85.2,6.6,0.7217,northeast_monsoon,0
Galle Fort,2017,12,29.5,23.0,26.2,188.3,10,81.5,8.0,0.801,dry_season,1
Galle Fort,2018,1,30.5,23.4,26.9,78.4,7,79.2,8.5,0.9093,dry_season,1
Galle Fort,2018,2,30.7,23.5,27.1,50.9,4,74.9,8.8,0.94,dry_season,1
Galle Fort,2018,3,32.1,24.7,28.4,114.3,8,77.7,8.4,0.8752,dry_season,1
Galle Fort,2018,4,30.4,24.8,27.6,202.9,15,78.0,7.5,0.7775,dry_season,1
Galle Fort,2018,5,29.7,25.1,27.4,378.5,16,82.8,5.9,0.5878,southwest_monsoon,0
Galle Fort,2018,6,29.5,24.7,27.1,217.2,19,87.5,5.2,0.7164,southwest_monsoon,0
Galle Fort,2018,7,29.6,24.6,27.1,111.9,14,85.2,6.4,0.8353,southwest_monsoon,0
Galle Fort,2018,8,29.7,24.5,27.1,95.4,12,85.9,6.8,0.8584,southwest_monsoon,0
Galle Fort,2018,9,29.9,24.4,27.1,258.5,18,83.8,6.4,0.705,southwest_monsoon,0
Galle Fort,2018,10,29.4,23.7,26.5,378.0,16,81.0,6.4,0.5987,northeast_monsoon,0
Galle Fort,2018,11,29.9,23.4,26.6,293.9,15,83.4,6.8,0.6819,northeast_monsoon,0
Galle Fort,2018,12,30.4,23.5,26.9,154.2,8,78.8,8.0,0.8314,dry_season,1
Galle Fort,2019,1,31.0,23.6,27.3,82.0,7,74.8,8.2,0.8997,dry_season,1
Galle Fort,2019,2,30.6,23.4,27.0,65.0,5,76.8,8.5,0.9212,dry_season,1
Galle Fort,2019,3,31.1,24.2,27.6,160.9,10,74.7,8.6,0.838,dry_season,1
Galle Fort,2019,4,31.5,25.4,28.4,214.0,15,80.1,7.7,0.7719,dry_season,1
Galle Fort,2019,5,29.9,25.2,27.5,353.8,18,84.9,6.3,0.6181,southwest_monsoon,0
Galle Fort,2019,6,29.0,24.4,26.7,290.3,21,86.3,5.5,0.6577,southwest_monsoon,0
Galle Fort,2019,7,28.9,24.3,26.6,156.0,15,82.0,6.6,0.8003,southwest_monsoon,0
Galle Fort,2019,8,28.5,23.9,26.2,122.7,13,82.5,6.3,0.8236,southwest_monsoon,0
Galle Fort,2019,9,29.8,24.3,27.1,256.1,19,83.7,6.3,0.705,southwest_monsoon,0
Galle Fort,2019,10,29.7,23.9,26.8,384.5,20,83.2,5.7,0.5782,northeast_monsoon,0
Galle Fort,2019,11,29.3,23.1,26.2,304.0,17,80.7,6.7,0.6708,northeast_monsoon,0
Galle Fort,2019,12,30.5,23.5,27.0,191.6,11,80.7,7.3,0.7834,dry_season,1
